f,i,j,w
1,30,43,0.37533292
1,32,43,0.5284605
1,34,43,0.7168512
1,36,42,0.035197303
1,37,42,0.0051296703
1,39,42,0.0501702
1,41,42,0.13576418
1,43,42,0.26592577
1,45,42,0.44440556
1,47,41,0.07747621
1,49,41,0.2569292
1,51,41,0.4984193
1,53,41,0.8042852
1,54,40,0.004014908
1,56,40,0.05610409
1,58,40,0.16600277
1,60,39,0.024198838
1,62,39,0.16583523
1,64,39,0.36474743
1,66,38,0.08548383
1,68,38,0.32527953
1,70,38,0.60216564
1,72,37,0.25645393
1,74,37,0.5475037
1,76,36,0.1867483
1,78,36,0.45459804
1,80,35,0.12309137
1,82,35,0.30460685
1,84,34,0.053990994
1,86,34,0.06905528
1,89,33,0.09392629
2,1,33,0.3136968
2,3,33,0.23396088
2,6,32,0.19896762
2,8,32,0.20926684
2,11,32,0.615262
2,13,32,0.33771023
2,15,32,0.011460886
2,18,32,0.2610348
2,20,32,0.028638424
2,23,33,0.67218626
2,25,33,0.21561502
2,27,33,0.013607962
2,30,34,0.58908755
2,32,34,0.1335903
2,34,35,0.40593365
2,36,35,0.10873022
2,38,36,0.30298033
2,40,36,0.10491749
2,42,37,0.28860393
2,44,37,0.1386027
2,46,38,0.36446226
2,48,38,0.23149925
2,50,38,0.075833365
2,52,39,0.41885635
2,54,39,0.25734445
2,56,39,0.054210246
2,58,40,0.58618844
2,60,40,0.386355
2,62,40,0.1442756
2,63,41,0.065840475
2,65,41,0.10992049
2,67,41,0.104524985
2,69,41,0.051745493
2,71,42,0.4678858
2,73,42,0.44472402
2,75,42,0.3870342
2,77,42,0.29830757
2,79,42,0.18230861
2,80,42,0.0034720688
2,82,43,0.18662107
2,84,43,0.2527077
2,86,43,0.29586542
2,88,43,0.32014343
2,90,43,0.32960263
4,227,2,0.46552855
4,227,4,0.5913329
4,227,5,0.020574728
4,227,7,0.108768724
4,227,9,0.20332979
4,227,11,0.30022445
4,227,13,0.39543697
4,227,15,0.48495674
4,227,17,0.56476325
4,227,19,0.63080996
4,227,21,0.67901254
4,227,22,0.057385653
4,227,24,0.12093243
4,227,26,0.16601096
4,227,28,0.18840623
4,227,30,0.18384974
4,227,32,0.1480258
4,227,34,0.07658463
4,228,36,0.875014
4,222,38,0.020954892
4,223,40,0.24071853
4,223,42,0.25458482
4,223,44,0.25132376
4,223,46,0.22956286
4,223,48,0.18806362
4,223,50,0.12577574
4,223,52,0.041902315
4,224,54,0.5179583
4,224,56,0.43125162
4,224,58,0.31886974
4,224,60,0.1812582
4,224,62,0.019604284
4,225,64,0.60221535
4,225,66,0.42220846
4,225,68,0.21999103
4,225,70,0.00041410528
4,226,72,0.60319626
4,226,74,0.3643828
4,226,76,0.12080086
4,227,78,0.68681324
4,227,80,0.43200114
4,227,82,0.19418904
4,228,84,0.6571283
4,228,86,0.4196311
4,228,88,0.2231417
4,228,90,0.078538075
5,229,2,0.27559733
5,229,4,0.11557473
5,229,7,0.62568384
5,229,9,0.43087897
5,229,11,0.29836467
5,229,13,0.21047807
5,229,15,0.14591824
5,229,17,0.082622774
5,229,19,0.0007175563
5,229,22,0.66746676
5,229,24,0.69938046
5,228,26,0.11602634
5,228,28,0.21539888
5,228,30,0.28255728
5,228,32,0.32354677
5,227,34,0.07209328
5,227,36,0.12611191
5,227,38,0.16616103
5,226,40,0.025551854
5,226,42,0.07150236
5,226,44,0.11794945
5,225,46,8.556011e-5
5,225,48,0.050034247
5,225,50,0.10919626
5,225,52,0.18165909
5,224,54,0.006993105
5,224,56,0.07627229
5,224,58,0.15945682
5,224,60,0.25756994
5,224,62,0.3709776
5,223,64,0.03601246
5,223,66,0.12983415
5,223,68,0.23498444
5,223,70,0.35077465
5,223,72,0.47628185
5,223,74,0.61040723
5,223,76,0.75192446
5,222,78,0.08870104
5,222,80,0.18700312
5,222,82,0.28819007
5,222,84,0.39103842
5,222,85,0.009186806
5,222,87,0.04018708
5,222,89,0.07783192
1,1,48,0.05818061
1,3,48,0.06485264
1,5,48,0.069035955
1,7,48,0.07206152
1,9,48,0.0752564
1,11,48,0.079945564
1,13,48,0.087454446
1,15,48,0.09911258
1,17,48,0.116256274
1,19,48,0.14023226
1,21,48,0.17240104
1,23,48,0.21413903
1,25,48,0.2668401
1,27,48,0.33191568
1,29,48,0.41079324
1,31,48,0.50491273
1,32,48,0.020238891
1,34,48,0.05937655
1,36,48,0.10892441
1,38,48,0.17013901
1,40,47,0.0017901177
1,42,47,0.039734375
1,44,47,0.094079785
1,46,47,0.1659912
1,48,47,0.25646612
1,50,47,0.3662776
1,52,47,0.49590597
1,54,46,0.06471929
1,56,46,0.19480844
1,58,46,0.34774867
1,60,46,0.52256405
1,62,46,0.71747863
1,64,45,0.1660311
1,66,45,0.37228426
1,68,45,0.5947008
1,70,45,0.8275469
1,72,44,0.23323101
1,74,44,0.47155917
1,76,44,0.7046067
1,78,43,0.11838465
1,80,43,0.3420273
1,82,43,0.53506887
1,84,42,0.01296203
1,86,42,0.17797375
1,88,42,0.28568578
1,90,42,0.32510749
2,2,41,0.007056511
2,4,41,0.032024924
2,7,41,0.37323722
2,9,41,0.40824968
2,11,41,0.37320614
2,13,41,0.28952157
2,15,41,0.18251944
2,17,41,0.078282066
2,19,41,0.0004280199
2,22,41,0.18494757
2,24,41,0.01791709
2,26,42,0.48030928
2,28,42,0.2757712
2,30,42,0.11983831
2,32,42,0.0063853986
2,34,43,0.1986444
2,36,43,0.09984436
2,38,43,0.028640918
2,40,44,0.14903809
2,42,44,0.09253155
2,44,44,0.045605507
2,46,45,0.17197147
2,48,45,0.13525592
2,50,45,0.096283376
2,52,45,0.05008338
2,54,46,0.25594386
2,56,46,0.21989124
2,58,46,0.17389835
2,60,46,0.116351895
2,62,46,0.046353847
2,64,47,0.4261946
2,66,47,0.3780983
2,68,47,0.32045674
2,70,47,0.25364026
2,72,47,0.17829268
2,74,47,0.09526989
2,76,47,0.0055887164
2,78,48,0.7201982
2,80,48,0.67381
2,82,48,0.62500376
2,84,48,0.57489294
2,85,48,0.009743706
2,87,48,0.0319321
2,89,48,0.047615428
4,222,1,0.1208397
4,222,3,0.16761675
4,222,5,0.21691748
4,222,7,0.26739565
4,222,9,0.31771487
4,222,11,0.36654532
4,222,13,0.412559
4,222,15,0.4544262
4,222,17,0.49081033
4,222,19,0.5203615
4,222,21,0.54171354
4,222,23,0.5534796
4,222,25,0.554249
4,222,27,0.5425856
4,222,29,0.51702774
4,222,31,0.47609
4,222,32,0.013767245
4,222,34,0.02738003
4,222,36,0.030231036
4,217,39,0.14295799
4,217,41,0.09318375
4,217,43,0.036646273
4,218,45,0.74436575
4,218,47,0.68896353
4,218,49,0.62544143
4,218,51,0.5535177
4,218,53,0.47297356
4,218,55,0.3836737
4,218,57,0.28559014
4,218,59,0.17882928
4,218,61,0.063661836
4,219,63,0.8323321
4,219,65,0.7097909
4,219,67,0.57869464
4,219,69,0.44005516
4,219,71,0.2952288
4,219,73,0.14594643
4,220,75,0.9081627
4,220,77,0.7509738
4,220,79,0.59287393
4,220,81,0.43691108
4,220,83,0.28642663
4,220,85,0.14492892
4,220,87,0.01592069
4,221,89,0.7017121
5,221,1,0.5734201
5,221,3,0.46173486
5,221,5,0.36832067
5,221,7,0.29387262
5,221,9,0.23800719
5,221,11,0.19929112
5,221,13,0.17539334
5,221,15,0.16334537
5,221,17,0.15987335
5,221,19,0.16175206
5,221,21,0.16612682
5,221,23,0.17075847
5,221,25,0.17416534
5,221,27,0.1756574
5,220,29,0.0033015432
5,220,31,0.025003547
5,220,33,0.04159396
5,220,35,0.054402724
5,220,37,0.06496239
5,220,39,0.07485733
5,220,41,0.08560385
5,219,43,0.0132819265
5,219,45,0.026914628
5,219,47,0.04157662
5,219,49,0.058259793
5,219,51,0.0777322
5,219,53,0.100547865
5,218,55,0.008490981
5,218,57,0.026318813
5,218,59,0.046544578
5,218,61,0.06933031
5,218,63,0.09472495
5,218,65,0.1226839
5,218,67,0.153087
5,218,69,0.1857548
5,218,71,0.22046262
5,217,73,0.011861121
5,217,75,0.032835197
5,217,77,0.054743335
5,217,79,0.077375926
5,217,81,0.10050774
5,217,83,0.123902574
5,217,85,0.14731681
5,217,87,0.17050216
5,217,89,0.19320762
1,1,53,0.18077074
1,3,53,0.17708024
1,5,53,0.17465287
1,7,53,0.17373453
1,9,53,0.17457421
1,11,53,0.17742428
1,13,53,0.1825405
1,15,53,0.19018328
1,17,53,0.20061718
1,19,53,0.21411146
1,21,53,0.23094095
1,23,53,0.25138602
1,25,53,0.27573234
1,27,53,0.30427074
1,29,53,0.33729622
1,31,53,0.37510672
1,33,53,0.41800115
1,35,53,0.46627685
1,37,53,0.5202259
1,39,53,0.5801305
1,41,53,0.6462574
1,43,53,0.71885055
1,45,52,0.027148625
1,47,52,0.098674744
1,49,52,0.17790675
1,51,52,0.26502606
1,53,52,0.36013767
1,55,52,0.463249
1,57,52,0.5742455
1,59,52,0.6928632
1,61,52,0.81865853
1,63,51,0.059887093
1,65,51,0.19148733
1,67,51,0.32981172
1,69,51,0.47359094
1,71,51,0.62119967
1,73,51,0.7706303
1,75,50,0.0057052947
1,77,50,0.15837233
1,79,50,0.30835727
1,81,50,0.4523429
1,83,50,0.5867603
1,85,50,0.7079321
1,87,50,0.81226337
1,89,49,0.09808357
2,1,49,0.193607
2,3,49,0.26829076
2,5,49,0.3208417
2,7,49,0.35111222
2,9,49,0.36017263
2,11,49,0.35026062
2,13,49,0.32459706
2,15,49,0.28708562
2,17,49,0.24193475
2,19,49,0.19325784
2,21,49,0.14471152
2,23,49,0.0992185
2,25,49,0.058804408
2,27,49,0.02455419
2,29,50,0.1685298
2,31,50,0.122133836
2,33,50,0.08520474
2,35,50,0.05632217
2,37,50,0.033786163
2,39,50,0.015786245
2,41,50,0.0005380668
2,43,51,0.070130005
2,45,51,0.05663027
2,47,51,0.04474394
2,49,51,0.03320293
2,51,51,0.020970298
2,53,51,0.0072345627
2,55,52,0.109189935
2,57,52,0.101970084
2,59,52,0.09358843
2,61,52,0.08370974
2,63,52,0.07212706
2,65,52,0.058741927
2,67,52,0.043546006
2,69,52,0.026604308
2,71,52,0.008040316
2,73,53,0.232657
2,75,53,0.22772248
2,77,53,0.22215465
2,79,53,0.21610703
2,81,53,0.20975663
2,83,53,0.20329858
2,85,53,0.19694191
2,87,53,0.19090621
2,89,53,0.18541902
4,217,1,0.21524914
4,217,3,0.2362397
4,217,5,0.25599015
4,217,7,0.27424687
4,217,9,0.29075533
4,217,11,0.3052593
4,217,13,0.31749946
4,217,15,0.3272135
4,217,17,0.3341349
4,217,19,0.33799073
4,217,21,0.33850193
4,217,23,0.33538222
4,217,25,0.32833767
4,217,27,0.31706643
4,217,29,0.30125904
4,217,31,0.28059906
4,217,33,0.25476444
4,217,35,0.22342965
4,217,37,0.18626846
4,212,39,0.055734705
4,212,41,0.04317204
4,212,43,0.02948253
4,212,45,0.014643312
4,213,47,0.5274
4,213,49,0.51176107
4,213,51,0.49485493
4,213,53,0.47665742
4,213,55,0.4571505
4,213,57,0.43632436
4,213,59,0.41418004
4,213,61,0.3907321
4,213,63,0.36601216
4,213,65,0.34007207
4,213,67,0.31298816
4,213,69,0.2848649
4,213,71,0.25583923
4,213,73,0.22608408
4,213,75,0.19581191
4,213,77,0.16527683
4,213,79,0.13477564
4,213,81,0.10464677
4,213,83,0.075266734
4,213,85,0.047043674
4,213,87,0.02040755
4,214,89,0.52493256
5,214,1,0.4994331
5,214,3,0.47650227
5,214,5,0.45642814
5,214,7,0.43956655
5,214,9,0.42620167
5,214,11,0.41653234
5,214,13,0.41066378
5,214,15,0.40860674
5,214,17,0.41028175
5,214,19,0.41552928
5,214,21,0.42412478
5,214,23,0.43579513
5,214,25,0.45023543
5,214,27,0.46712482
5,213,29,0.017937543
5,213,31,0.04093937
5,213,33,0.06493352
5,213,35,0.089633614
5,213,37,0.11478644
5,213,39,0.14017165
5,213,41,0.16560002
5,213,43,0.19091079
5,213,45,0.21596861
5,213,47,0.24066032
5,213,49,0.26489183
5,213,51,0.28858528
5,213,53,0.31167647
5,213,55,0.33411264
5,213,57,0.35585055
5,213,59,0.3768549
5,213,61,0.3970969
5,213,63,0.41655335
5,213,65,0.43520552
5,213,67,0.45303857
5,213,69,0.47004086
5,212,71,0.013128803
5,212,73,0.026590697
5,212,75,0.03917851
5,212,77,0.05090147
5,212,79,0.061768305
5,212,81,0.071787015
5,212,83,0.08096471
5,212,85,0.089307435
5,212,87,0.096820086
5,212,89,0.103506275
1,1,58,0.37989938
1,3,58,0.37663534
1,5,58,0.37420344
1,7,58,0.37260395
1,9,58,0.37183893
1,11,58,0.37191215
1,13,58,0.37282887
1,15,58,0.37459674
1,17,58,0.37722477
1,19,58,0.3807232
1,21,58,0.3851043
1,23,58,0.3903818
1,25,58,0.39657098
1,27,58,0.40368837
1,29,58,0.41175178
1,31,58,0.42078003
1,33,58,0.4307928
1,35,58,0.4418104
1,37,58,0.4538532
1,39,58,0.46694157
1,41,58,0.48109502
1,43,58,0.49633193
1,45,58,0.5126685
1,47,57,0.001375057
1,49,57,0.018689167
1,51,57,0.03722642
1,53,57,0.056997836
1,55,57,0.07800664
1,57,57,0.100246094
1,59,57,0.12369697
1,61,57,0.1483247
1,63,57,0.17407621
1,65,57,0.20087652
1,67,57,0.22862497
1,69,57,0.2571916
1,71,57,0.28641343
1,73,57,0.3160911
1,75,57,0.34598628
1,77,57,0.37582013
1,79,57,0.40527332
1,81,57,0.43398798
1,83,57,0.46157268
1,85,57,0.48761007
1,87,57,0.51166797
1,89,56,0.0042130584
2,1,56,0.02642192
2,3,56,0.04576607
2,5,56,0.06187703
2,7,56,0.07445468
2,9,56,0.0832828
2,11,56,0.08824062
2,13,56,0.08930789
2,15,56,0.0865631
2,17,56,0.080174915
2,19,56,0.070387736
2,21,56,0.057503946
2,23,56,0.041864403
2,25,56,0.023829404
2,27,56,0.0037618992
2,29,57,0.45001706
2,31,57,0.42443267
2,33,57,0.39824826
2,35,57,0.37174824
2,37,57,0.34517676
2,39,57,0.3187394
2,41,57,0.2926062
2,43,57,0.2669154
2,45,57,0.24177781
2,47,57,0.21728078
2,49,57,0.19349211
2,51,57,0.1704636
2,53,57,0.14823404
2,55,57,0.12683178
2,57,57,0.10627699
2,59,57,0.0865834
2,61,57,0.067759745
2,63,57,0.04981097
2,65,57,0.032739118
2,67,57,0.016544115
2,69,57,0.0012243239
2,71,58,0.45959345
2,73,58,0.44762203
2,75,58,0.43657532
2,77,58,0.42643753
2,79,58,0.4171939
2,81,58,0.40883118
2,83,58,0.4013375
2,85,58,0.39470267
2,87,58,0.38891813
2,89,58,0.38397694
4,212,1,0.10937532
4,212,3,0.11441618
4,212,5,0.118632935
4,212,7,0.122023344
4,212,9,0.12458359
4,212,11,0.12630828
4,212,13,0.12719023
4,212,15,0.12722065
4,212,17,0.12638931
4,212,19,0.124684006
4,212,21,0.122090906
4,212,23,0.11859447
4,212,25,0.114177495
4,212,27,0.108821206
4,212,29,0.1025053
4,212,31,0.09520808
4,212,33,0.08690664
4,212,35,0.07757708
4,212,37,0.06719475
4,207,39,0.15671147
4,207,41,0.15671158
4,207,43,0.15671168
4,207,45,0.1567118
4,207,47,0.15671192
4,207,49,0.15671206
4,207,51,0.15671219
4,207,53,0.15671234
4,207,55,0.15671249
4,207,57,0.15671264
4,207,59,0.1567128
4,207,61,0.15671296
4,207,63,0.15671313
4,207,65,0.1567133
4,207,67,0.15671349
4,207,69,0.15671368
4,207,71,0.15671387
4,207,73,0.15671407
4,207,75,0.15671426
4,207,77,0.15671447
4,207,79,0.15671468
4,207,81,0.15671489
4,207,83,0.1567151
4,207,85,0.15671532
4,207,87,0.15671554
4,207,89,0.15671577
5,207,1,0.15671042
5,207,3,0.15671037
5,207,5,0.15671036
5,207,7,0.15671034
5,207,9,0.15671033
5,207,11,0.15671033
5,207,13,0.15671034
5,207,15,0.15671036
5,207,17,0.15671039
5,207,19,0.15671042
5,207,21,0.15671046
5,207,23,0.1567105
5,207,25,0.15671057
5,207,27,0.15671062
5,207,29,0.1567107
5,207,31,0.15671079
5,207,33,0.15671088
5,207,35,0.15671097
5,207,37,0.15671107
5,207,39,0.15671119
5,207,41,0.15671131
5,207,43,0.15671143
5,207,45,0.15671156
5,207,47,0.1567117
5,207,49,0.15671185
5,207,51,0.15671201
5,207,53,0.15671216
5,207,55,0.15671232
5,207,57,0.1567125
5,207,59,0.15671268
5,207,61,0.15671286
5,207,63,0.15671305
5,207,65,0.15671325
5,207,67,0.15671344
5,207,69,0.15671365
5,207,71,0.15671386
5,207,73,0.15671408
5,207,75,0.15671429
5,207,77,0.15671451
5,207,79,0.15671474
5,207,81,0.15671498
5,207,83,0.1567152
5,207,85,0.15671544
5,207,87,0.15671568
5,207,89,0.15671591
1,1,63,0.3432809
1,3,63,0.34328124
1,5,63,0.3432816
1,7,63,0.34328192
1,9,63,0.34328225
1,11,63,0.3432826
1,13,63,0.34328294
1,15,63,0.34328327
1,17,63,0.34328362
1,19,63,0.34328395
1,21,63,0.34328428
1,23,63,0.3432846
1,25,63,0.34328493
1,27,63,0.34328526
1,29,63,0.34328556
1,31,63,0.3432859
1,33,63,0.3432862
1,35,63,0.3432865
1,37,63,0.3432868
1,39,63,0.3432871
1,41,63,0.34328738
1,43,63,0.34328768
1,45,63,0.34328794
1,47,63,0.3432882
1,49,63,0.34328848
1,51,63,0.34328875
1,53,63,0.343289
1,55,63,0.34328926
1,57,63,0.3432895
1,59,63,0.3432897
1,61,63,0.34328994
1,63,63,0.34329015
1,65,63,0.34329036
1,67,63,0.34329054
1,69,63,0.34329072
1,71,63,0.3432909
1,73,63,0.34329107
1,75,63,0.34329122
1,77,63,0.34329137
1,79,63,0.3432915
1,81,63,0.34329164
1,83,63,0.34329176
1,85,63,0.34329185
1,87,63,0.34329194
1,89,63,0.34329203
2,1,63,0.34328127
2,3,63,0.34328163
2,5,63,0.34328198
2,7,63,0.34328234
2,9,63,0.3432827
2,11,63,0.34328306
2,13,63,0.3432834
2,15,63,0.34328377
2,17,63,0.34328413
2,19,63,0.3432845
2,21,63,0.34328485
2,23,63,0.34328517
2,25,63,0.34328553
2,27,63,0.34328586
2,29,63,0.34328622
2,31,63,0.34328654
2,33,63,0.34328687
2,35,63,0.34328717
2,37,63,0.3432875
2,39,63,0.3432878
2,41,63,0.3432881
2,43,63,0.3432884
2,45,63,0.3432887
2,47,63,0.343289
2,49,63,0.34328926
2,51,63,0.34328952
2,53,63,0.34328976
2,55,63,0.34329003
2,57,63,0.34329027
2,59,63,0.3432905
2,61,63,0.34329072
2,63,63,0.34329095
2,65,63,0.34329113
2,67,63,0.34329134
2,69,63,0.34329152
2,71,63,0.3432917
2,73,63,0.34329188
2,75,63,0.34329203
2,77,63,0.34329218
2,79,63,0.3432923
2,81,63,0.34329242
2,83,63,0.34329253
2,85,63,0.34329262
2,87,63,0.3432927
2,89,63,0.3432928
4,207,1,0.15671092
4,207,3,0.1567109
4,207,5,0.15671085
4,207,7,0.15671083
4,207,9,0.15671082
4,207,11,0.1567108
4,207,13,0.1567108
4,207,15,0.1567108
4,207,17,0.15671082
4,207,19,0.15671085
4,207,21,0.15671088
4,207,23,0.15671091
4,207,25,0.15671095
4,207,27,0.15671101
4,207,29,0.15671107
4,207,31,0.15671113
4,207,33,0.1567112
4,207,35,0.1567113
4,207,37,0.15671138
4,202,39,0.32394105
4,202,41,0.32394126
4,202,43,0.3239415
4,202,45,0.32394174
4,202,47,0.32394198
4,202,49,0.3239422
4,202,51,0.32394248
4,202,53,0.32394272
4,202,55,0.323943
4,202,57,0.32394326
4,202,59,0.32394356
4,202,61,0.32394382
4,202,63,0.32394412
4,202,65,0.3239444
4,202,67,0.3239447
4,202,69,0.323945
4,202,71,0.32394528
4,202,73,0.32394558
4,202,75,0.32394588
4,202,77,0.32394618
4,202,79,0.3239465
4,202,81,0.3239468
4,202,83,0.3239471
4,202,85,0.32394743
4,202,87,0.32394773
4,202,89,0.32394806
5,202,1,0.32393786
5,202,3,0.32393792
5,202,5,0.323938
5,202,7,0.3239381
5,202,9,0.3239382
5,202,11,0.3239383
5,202,13,0.32393843
5,202,15,0.32393858
5,202,17,0.32393873
5,202,19,0.32393888
5,202,21,0.32393903
5,202,23,0.3239392
5,202,25,0.32393938
5,202,27,0.3239396
5,202,29,0.32393977
5,202,31,0.32393998
5,202,33,0.3239402
5,202,35,0.32394043
5,202,37,0.32394066
5,202,39,0.3239409
5,202,41,0.32394114
5,202,43,0.32394138
5,202,45,0.32394165
5,202,47,0.32394192
5,202,49,0.32394218
5,202,51,0.32394248
5,202,53,0.32394275
5,202,55,0.32394305
5,202,57,0.32394335
5,202,59,0.32394364
5,202,61,0.32394394
5,202,63,0.32394424
5,202,65,0.32394457
5,202,67,0.32394487
5,202,69,0.3239452
5,202,71,0.32394552
5,202,73,0.32394585
5,202,75,0.32394618
5,202,77,0.3239465
5,202,79,0.32394683
5,202,81,0.32394716
5,202,83,0.3239475
5,202,85,0.32394782
5,202,87,0.32394814
5,202,89,0.32394847
1,1,68,0.17605385
1,3,68,0.17605409
1,5,68,0.17605431
1,7,68,0.17605454
1,9,68,0.17605476
1,11,68,0.17605497
1,13,68,0.1760552
1,15,68,0.1760554
1,17,68,0.17605561
1,19,68,0.1760558
1,21,68,0.17605601
1,23,68,0.1760562
1,25,68,0.1760564
1,27,68,0.17605658
1,29,68,0.17605677
1,31,68,0.17605695
1,33,68,0.17605712
1,35,68,0.17605728
1,37,68,0.17605744
1,39,68,0.1760576
1,41,68,0.17605776
1,43,68,0.1760579
1,45,68,0.17605804
1,47,68,0.17605817
1,49,68,0.17605829
1,51,68,0.17605841
1,53,68,0.17605853
1,55,68,0.17605864
1,57,68,0.17605874
1,59,68,0.17605883
1,61,68,0.17605892
1,63,68,0.176059
1,65,68,0.17605907
1,67,68,0.17605913
1,69,68,0.17605919
1,71,68,0.17605925
1,73,68,0.17605928
1,75,68,0.17605932
1,77,68,0.17605934
1,79,68,0.17605937
1,81,68,0.17605938
1,83,68,0.17605938
1,85,68,0.17605937
1,87,68,0.17605937
1,89,68,0.17605934
2,1,68,0.17605425
2,3,68,0.1760545
2,5,68,0.17605473
2,7,68,0.17605497
2,9,68,0.1760552
2,11,68,0.17605543
2,13,68,0.17605565
2,15,68,0.17605586
2,17,68,0.17605609
2,19,68,0.1760563
2,21,68,0.1760565
2,23,68,0.17605671
2,25,68,0.1760569
2,27,68,0.1760571
2,29,68,0.1760573
2,31,68,0.17605747
2,33,68,0.17605765
2,35,68,0.17605783
2,37,68,0.176058
2,39,68,0.17605814
2,41,68,0.1760583
2,43,68,0.17605844
2,45,68,0.17605859
2,47,68,0.17605872
2,49,68,0.17605884
2,51,68,0.17605896
2,53,68,0.17605908
2,55,68,0.17605919
2,57,68,0.17605928
2,59,68,0.17605938
2,61,68,0.17605945
2,63,68,0.17605953
2,65,68,0.1760596
2,67,68,0.17605966
2,69,68,0.17605971
2,71,68,0.17605975
2,73,68,0.17605978
2,75,68,0.17605981
2,77,68,0.17605984
2,79,68,0.17605984
2,81,68,0.17605984
2,83,68,0.17605984
2,85,68,0.17605983
2,87,68,0.17605981
2,89,68,0.17605978
4,202,1,0.3239384
4,202,3,0.32393846
4,202,5,0.32393852
4,202,7,0.3239386
4,202,9,0.32393867
4,202,11,0.3239388
4,202,13,0.32393888
4,202,15,0.323939
4,202,17,0.3239391
4,202,19,0.32393926
4,202,21,0.32393938
4,202,23,0.32393953
4,202,25,0.3239397
4,202,27,0.32393986
4,202,29,0.32394004
4,202,31,0.32394022
4,202,33,0.32394043
4,202,35,0.32394063
4,202,37,0.3239408
4,197,39,0.31064606
4,197,41,0.31064627
4,197,43,0.31064647
4,197,45,0.31064668
4,197,47,0.3106469
4,197,49,0.31064713
4,197,51,0.31064737
4,197,53,0.3106476
4,197,55,0.31064785
4,197,57,0.31064808
4,197,59,0.31064835
4,197,61,0.31064862
4,197,63,0.31064886
4,197,65,0.31064913
4,197,67,0.31064942
4,197,69,0.3106497
4,197,71,0.31064996
4,197,73,0.31065023
4,197,75,0.31065053
4,197,77,0.3106508
4,197,79,0.3106511
4,197,81,0.3106514
4,197,83,0.31065166
4,197,85,0.31065196
4,197,87,0.31065226
4,197,89,0.31065255
5,197,1,0.31064317
5,197,3,0.31064323
5,197,5,0.3106433
5,197,7,0.31064337
5,197,9,0.31064346
5,197,11,0.31064358
5,197,13,0.31064367
5,197,15,0.3106438
5,197,17,0.31064394
5,197,19,0.31064406
5,197,21,0.3106442
5,197,23,0.31064436
5,197,25,0.31064454
5,197,27,0.31064472
5,197,29,0.3106449
5,197,31,0.31064507
5,197,33,0.31064525
5,197,35,0.31064546
5,197,37,0.31064567
5,197,39,0.3106459
5,197,41,0.31064612
5,197,43,0.31064636
5,197,45,0.3106466
5,197,47,0.31064683
5,197,49,0.3106471
5,197,51,0.31064734
5,197,53,0.3106476
5,197,55,0.31064788
5,197,57,0.31064814
5,197,59,0.3106484
5,197,61,0.3106487
5,197,63,0.31064898
5,197,65,0.31064928
5,197,67,0.31064957
5,197,69,0.31064987
5,197,71,0.31065017
5,197,73,0.31065047
5,197,75,0.31065077
5,197,77,0.31065106
5,197,79,0.3106514
5,197,81,0.3106517
5,197,83,0.310652
5,197,85,0.31065232
5,197,87,0.3106526
5,197,89,0.31065294
1,1,73,0.18934889
1,3,73,0.18934911
1,5,73,0.18934934
1,7,73,0.18934956
1,9,73,0.18934979
1,11,73,0.18935001
1,13,73,0.18935022
1,15,73,0.18935043
1,17,73,0.18935063
1,19,73,0.18935084
1,21,73,0.18935104
1,23,73,0.18935125
1,25,73,0.18935144
1,27,73,0.18935162
1,29,73,0.18935181
1,31,73,0.18935199
1,33,73,0.18935215
1,35,73,0.18935233
1,37,73,0.1893525
1,39,73,0.18935265
1,41,73,0.18935281
1,43,73,0.18935296
1,45,73,0.1893531
1,47,73,0.18935323
1,49,73,0.18935336
1,51,73,0.18935348
1,53,73,0.1893536
1,55,73,0.18935372
1,57,73,0.18935382
1,59,73,0.18935391
1,61,73,0.18935402
1,63,73,0.18935409
1,65,73,0.18935417
1,67,73,0.18935424
1,69,73,0.1893543
1,71,73,0.18935436
1,73,73,0.1893544
1,75,73,0.18935445
1,77,73,0.1893545
1,79,73,0.18935451
1,81,73,0.18935454
1,83,73,0.18935454
1,85,73,0.18935455
1,87,73,0.18935454
1,89,73,0.18935454
2,1,73,0.18934928
2,3,73,0.18934952
2,5,73,0.18934976
2,7,73,0.18934998
2,9,73,0.18935022
2,11,73,0.18935044
2,13,73,0.18935066
2,15,73,0.18935089
2,17,73,0.1893511
2,19,73,0.18935132
2,21,73,0.18935153
2,23,73,0.18935174
2,25,73,0.18935193
2,27,73,0.18935212
2,29,73,0.18935232
2,31,73,0.1893525
2,33,73,0.18935268
2,35,73,0.18935286
2,37,73,0.18935302
2,39,73,0.18935318
2,41,73,0.18935335
2,43,73,0.1893535
2,45,73,0.18935363
2,47,73,0.18935378
2,49,73,0.18935391
2,51,73,0.18935403
2,53,73,0.18935415
2,55,73,0.18935426
2,57,73,0.18935436
2,59,73,0.18935446
2,61,73,0.18935455
2,63,73,0.18935463
2,65,73,0.1893547
2,67,73,0.18935476
2,69,73,0.18935482
2,71,73,0.18935488
2,73,73,0.18935493
2,75,73,0.18935496
2,77,73,0.18935499
2,79,73,0.189355
2,81,73,0.18935502
2,83,73,0.18935502
2,85,73,0.18935502
2,87,73,0.189355
2,89,73,0.18935497
4,197,1,0.3106437
4,197,3,0.31064373
4,197,5,0.3106438
4,197,7,0.31064385
4,197,9,0.31064394
4,197,11,0.310644
4,197,13,0.3106441
4,197,15,0.3106442
4,197,17,0.3106443
4,197,19,0.31064442
4,197,21,0.31064457
