f,i,j,w
5,130,24,0.40600863
5,130,26,0.40599915
5,130,28,0.40598965
5,130,30,0.40598008
5,130,32,0.40597045
5,130,34,0.40596077
5,130,36,0.40595102
5,130,38,0.4059412
5,130,40,0.4059313
5,130,42,0.40592134
5,130,44,0.4059113
5,130,46,0.40639454
5,130,48,0.405891
5,130,50,0.40588072
5,130,52,0.40587035
5,130,54,0.4058599
5,130,56,0.4058493
5,130,58,0.40583867
5,130,60,0.40582788
5,130,62,0.405817
5,130,64,0.405806
5,130,66,0.4057949
5,130,68,0.40578365
5,130,70,0.4057723
5,130,72,0.4057608
5,130,74,0.40574914
5,130,76,0.40573734
5,130,78,0.40572542
5,130,80,0.4057133
5,130,82,0.405701
5,130,84,0.40568858
5,130,86,0.40567595
5,130,88,0.40566313
5,130,90,0.40565014
1,2,142,0.09417347
1,4,142,0.09416889
1,6,142,0.09416444
1,8,142,0.094160125
1,10,142,0.094155945
1,12,142,0.094151884
1,14,142,0.09414794
1,16,142,0.09414412
1,18,142,0.09414041
1,20,142,0.09413681
1,22,142,0.09413332
1,24,142,0.094129935
1,26,142,0.09412664
1,28,142,0.09412345
1,30,142,0.09412036
1,32,142,0.09411736
1,34,142,0.094114445
1,36,142,0.09411162
1,38,142,0.094108894
1,40,142,0.09410624
1,42,142,0.09410369
1,44,142,0.094101205
1,46,142,0.09398444
1,48,142,0.0940965
1,50,142,0.09409427
1,52,142,0.094092116
1,54,142,0.094090044
1,56,142,0.09408805
1,58,142,0.09408614
1,60,142,0.09408431
1,62,142,0.09408255
1,64,142,0.09408088
1,66,142,0.094079286
1,68,142,0.09407777
1,70,142,0.09407635
1,72,142,0.094075
1,74,142,0.09407374
1,76,142,0.09407257
1,78,142,0.094071485
1,80,142,0.094070494
1,82,142,0.094069585
1,84,142,0.09406878
1,86,142,0.09406807
1,88,142,0.09406746
1,90,142,0.094066955
2,2,142,0.09417347
2,4,142,0.09416889
2,6,142,0.09416444
2,8,142,0.094160125
2,10,142,0.094155945
2,12,142,0.094151884
2,14,142,0.09414794
2,16,142,0.09414412
2,18,142,0.09414041
2,20,142,0.09413681
2,22,142,0.09413332
2,24,142,0.094129935
2,26,142,0.09412664
2,28,142,0.09412345
2,30,142,0.09412036
2,32,142,0.09411736
2,34,142,0.094114445
2,36,142,0.09411162
2,38,142,0.094108894
2,40,142,0.09410624
2,42,142,0.09410369
2,44,142,0.094101205
2,46,142,0.09398444
2,48,142,0.0940965
2,50,142,0.09409427
2,52,142,0.094092116
2,54,142,0.094090044
2,56,142,0.09408805
2,58,142,0.09408614
2,60,142,0.09408431
2,62,142,0.09408255
2,64,142,0.09408088
2,66,142,0.094079286
2,68,142,0.09407777
2,70,142,0.09407635
2,72,142,0.094075
2,74,142,0.09407374
2,76,142,0.09407257
2,78,142,0.094071485
2,80,142,0.094070494
2,82,142,0.094069585
2,84,142,0.09406878
2,86,142,0.09406807
2,88,142,0.09406746
2,90,142,0.094066955
4,130,2,0.40610945
4,130,4,0.4061005
4,130,6,0.40609154
4,130,8,0.4060825
4,130,10,0.40607345
4,130,12,0.40606433
4,130,14,0.40605515
4,130,16,0.40604594
4,130,18,0.4060367
4,130,20,0.40602738
4,130,22,0.40601805
4,130,24,0.40600863
4,130,26,0.40599915
4,130,28,0.40598965
4,130,30,0.40598008
4,130,32,0.40597045
4,130,34,0.40596077
4,130,36,0.40595102
4,130,38,0.4059412
4,128,40,0.35948643
4,128,42,0.35948214
4,128,44,0.35947785
4,128,46,0.36009863
4,128,48,0.35946912
4,128,50,0.3594647
4,128,52,0.35946023
4,128,54,0.35945573
4,128,56,0.3594512
4,128,58,0.3594466
4,128,60,0.35944194
4,128,62,0.35943726
4,128,64,0.3594325
4,128,66,0.3594277
4,128,68,0.3594228
4,128,70,0.3594179
4,128,72,0.3594129
4,128,74,0.35940784
4,128,76,0.35940272
4,128,78,0.3593975
4,128,80,0.35939223
4,128,82,0.3593869
4,128,84,0.35938147
4,128,86,0.35937595
4,128,88,0.35937035
4,128,90,0.35936466
5,128,2,0.35956207
5,128,4,0.3595583
5,128,6,0.35955453
5,128,8,0.3595507
5,128,10,0.3595469
5,128,12,0.35954303
5,128,14,0.35953915
5,128,16,0.35953525
5,128,18,0.35953134
5,128,20,0.35952738
5,128,22,0.35952342
5,128,24,0.35951942
5,128,26,0.3595154
5,128,28,0.35951135
5,128,30,0.35950726
5,128,32,0.35950315
5,128,34,0.359499
5,128,36,0.35949484
5,128,38,0.35949066
5,128,40,0.35948643
5,128,42,0.35948214
5,128,44,0.35947785
5,128,46,0.36009863
5,128,48,0.35946912
5,128,50,0.3594647
5,128,52,0.35946023
5,128,54,0.35945573
5,128,56,0.3594512
5,128,58,0.3594466
5,128,60,0.35944194
5,128,62,0.35943726
5,128,64,0.3594325
5,128,66,0.3594277
5,128,68,0.3594228
5,128,70,0.3594179
5,128,72,0.3594129
5,128,74,0.35940784
5,128,76,0.35940272
5,128,78,0.3593975
5,128,80,0.35939223
5,128,82,0.3593869
5,128,84,0.35938147
5,128,86,0.35937595
5,128,88,0.35937035
5,128,90,0.35936466
1,2,144,0.14057523
1,4,144,0.14057241
1,6,144,0.14056967
1,8,144,0.140567
1,10,144,0.14056438
1,12,144,0.14056183
1,14,144,0.14055935
1,16,144,0.14055692
1,18,144,0.14055455
1,20,144,0.14055224
1,22,144,0.14054997
1,24,144,0.14054777
1,26,144,0.1405456
1,28,144,0.14054349
1,30,144,0.14054143
1,32,144,0.14053941
1,34,144,0.14053744
1,36,144,0.14053552
1,38,144,0.14053363
1,40,144,0.14053178
1,42,144,0.14052998
1,44,144,0.14052822
1,46,144,0.14028212
1,48,144,0.1405248
1,50,144,0.14052317
1,52,144,0.14052156
1,54,144,0.14051998
1,56,144,0.14051844
1,58,144,0.14051695
1,60,144,0.14051549
1,62,144,0.14051406
1,64,144,0.14051268
1,66,144,0.14051132
1,68,144,0.14051001
1,70,144,0.14050873
1,72,144,0.14050747
1,74,144,0.14050627
1,76,144,0.1405051
1,78,144,0.14050397
1,80,144,0.14050288
1,82,144,0.14050184
1,84,144,0.14050083
1,86,144,0.14049986
1,88,144,0.14049894
1,90,144,0.14049806
2,2,144,0.14057523
2,4,144,0.14057241
2,6,144,0.14056967
2,8,144,0.140567
2,10,144,0.14056438
2,12,144,0.14056183
2,14,144,0.14055935
2,16,144,0.14055692
2,18,144,0.14055455
2,20,144,0.14055224
2,22,144,0.14054997
2,24,144,0.14054777
2,26,144,0.1405456
2,28,144,0.14054349
2,30,144,0.14054143
2,32,144,0.14053941
2,34,144,0.14053744
2,36,144,0.14053552
2,38,144,0.14053363
2,40,144,0.14053178
2,42,144,0.14052998
2,44,144,0.14052822
2,46,144,0.14028212
2,48,144,0.1405248
2,50,144,0.14052317
2,52,144,0.14052156
2,54,144,0.14051998
2,56,144,0.14051844
2,58,144,0.14051695
2,60,144,0.14051549
2,62,144,0.14051406
2,64,144,0.14051268
2,66,144,0.14051132
2,68,144,0.14051001
2,70,144,0.14050873
2,72,144,0.14050747
2,74,144,0.14050627
2,76,144,0.1405051
2,78,144,0.14050397
2,80,144,0.14050288
2,82,144,0.14050184
2,84,144,0.14050083
2,86,144,0.14049986
2,88,144,0.14049894
2,90,144,0.14049806
4,128,2,0.35956207
4,128,4,0.3595583
4,128,6,0.35955453
4,128,8,0.3595507
4,128,10,0.3595469
4,128,12,0.35954303
4,128,14,0.35953915
4,128,16,0.35953525
4,128,18,0.35953134
4,128,20,0.35952738
4,128,22,0.35952342
4,128,24,0.35951942
4,128,26,0.3595154
4,128,28,0.35951135
4,128,30,0.35950726
4,128,32,0.35950315
4,128,34,0.359499
4,128,36,0.35949484
4,128,38,0.35949066
4,126,40,0.32383543
4,126,42,0.3238338
4,126,44,0.3238321
4,126,46,0.324505
4,126,48,0.3238287
4,126,50,0.32382697
4,126,52,0.32382524
4,126,54,0.32382348
4,126,56,0.3238217
4,126,58,0.3238199
4,126,60,0.3238181
4,126,62,0.32381624
4,126,64,0.32381436
4,126,66,0.32381248
4,126,68,0.32381055
4,126,70,0.3238086
4,126,72,0.32380664
4,126,74,0.32380465
4,126,76,0.32380262
4,126,78,0.3238006
4,126,80,0.3237985
4,126,82,0.3237964
4,126,84,0.32379422
4,126,86,0.32379204
4,126,88,0.32378983
4,126,90,0.32378757
5,126,2,0.32386458
5,126,4,0.32386315
5,126,6,0.3238617
5,126,8,0.32386026
5,126,10,0.3238588
5,126,12,0.3238573
5,126,14,0.32385582
5,126,16,0.32385433
5,126,18,0.3238528
5,126,20,0.3238513
5,126,22,0.32384977
5,126,24,0.32384822
5,126,26,0.32384667
5,126,28,0.32384512
5,126,30,0.32384354
5,126,32,0.32384193
5,126,34,0.32384035
5,126,36,0.3238387
5,126,38,0.3238371
5,126,40,0.32383543
5,126,42,0.3238338
5,126,44,0.3238321
5,126,46,0.324505
5,126,48,0.3238287
5,126,50,0.32382697
5,126,52,0.32382524
5,126,54,0.32382348
5,126,56,0.3238217
5,126,58,0.3238199
5,126,60,0.3238181
5,126,62,0.32381624
5,126,64,0.32381436
5,126,66,0.32381248
5,126,68,0.32381055
5,126,70,0.3238086
5,126,72,0.32380664
5,126,74,0.32380465
5,126,76,0.32380262
5,126,78,0.3238006
5,126,80,0.3237985
5,126,82,0.3237964
5,126,84,0.32379422
5,126,86,0.32379204
5,126,88,0.32378983
5,126,90,0.32378757
1,2,146,0.17619488
1,4,146,0.17619346
1,6,146,0.17619208
1,8,146,0.17619072
1,10,146,0.1761894
1,12,146,0.1761881
1,14,146,0.17618683
1,16,146,0.17618558
1,18,146,0.17618436
1,20,146,0.17618316
1,22,146,0.176182
1,24,146,0.17618085
1,26,146,0.17617974
1,28,146,0.17617863
1,30,146,0.17617755
1,32,146,0.17617649
1,34,146,0.17617545
1,36,146,0.17617442
1,38,146,0.17617342
1,40,146,0.17617244
1,42,146,0.17617147
1,44,146,0.17617051
1,46,146,0.17580259
1,48,146,0.17616867
1,50,146,0.17616777
1,52,146,0.17616688
1,54,146,0.17616601
1,56,146,0.17616516
1,58,146,0.17616433
1,60,146,0.1761635
1,62,146,0.17616269
1,64,146,0.1761619
1,66,146,0.17616113
1,68,146,0.17616037
1,70,146,0.17615962
1,72,146,0.17615888
1,74,146,0.17615816
1,76,146,0.17615746
1,78,146,0.17615677
1,80,146,0.1761561
1,82,146,0.17615545
1,84,146,0.1761548
1,86,146,0.17615418
1,88,146,0.17615357
1,90,146,0.17615299
2,2,146,0.17619488
2,4,146,0.17619346
2,6,146,0.17619208
2,8,146,0.17619072
2,10,146,0.1761894
2,12,146,0.1761881
2,14,146,0.17618683
2,16,146,0.17618558
2,18,146,0.17618436
2,20,146,0.17618316
2,22,146,0.176182
2,24,146,0.17618085
2,26,146,0.17617974
2,28,146,0.17617863
2,30,146,0.17617755
2,32,146,0.17617649
2,34,146,0.17617545
2,36,146,0.17617442
2,38,146,0.17617342
2,40,146,0.17617244
2,42,146,0.17617147
2,44,146,0.17617051
2,46,146,0.17580259
2,48,146,0.17616867
2,50,146,0.17616777
2,52,146,0.17616688
2,54,146,0.17616601
2,56,146,0.17616516
2,58,146,0.17616433
2,60,146,0.1761635
2,62,146,0.17616269
2,64,146,0.1761619
2,66,146,0.17616113
2,68,146,0.17616037
2,70,146,0.17615962
2,72,146,0.17615888
2,74,146,0.17615816
2,76,146,0.17615746
2,78,146,0.17615677
2,80,146,0.1761561
2,82,146,0.17615545
2,84,146,0.1761548
2,86,146,0.17615418
2,88,146,0.17615357
2,90,146,0.17615299
4,126,2,0.32386458
4,126,4,0.32386315
4,126,6,0.3238617
4,126,8,0.32386026
4,126,10,0.3238588
4,126,12,0.3238573
4,126,14,0.32385582
4,126,16,0.32385433
4,126,18,0.3238528
4,126,20,0.3238513
4,126,22,0.32384977
4,126,24,0.32384822
4,126,26,0.32384667
4,126,28,0.32384512
4,126,30,0.32384354
4,126,32,0.32384193
4,126,34,0.32384035
4,126,36,0.3238387
4,126,38,0.3238371
4,124,40,0.2971346
4,124,42,0.29713404
4,124,44,0.29713348
4,124,46,0.2978117
4,124,48,0.2971323
4,124,50,0.29713172
4,124,52,0.29713112
4,124,54,0.29713053
4,124,56,0.29712993
4,124,58,0.2971293
4,124,60,0.29712868
4,124,62,0.29712805
4,124,64,0.29712743
4,124,66,0.29712677
4,124,68,0.2971261
4,124,70,0.29712546
4,124,72,0.29712477
4,124,74,0.2971241
4,124,76,0.29712337
4,124,78,0.2971227
4,124,80,0.29712197
4,124,82,0.29712123
4,124,84,0.29712048
4,124,86,0.29711974
4,124,88,0.29711896
4,124,90,0.2971182
5,124,2,0.29714432
5,124,4,0.29714388
5,124,6,0.2971434
5,124,8,0.2971429
5,124,10,0.29714242
5,124,12,0.29714194
5,124,14,0.29714143
5,124,16,0.29714096
5,124,18,0.29714045
5,124,20,0.29713994
5,124,22,0.29713944
5,124,24,0.2971389
5,124,26,0.2971384
5,124,28,0.29713786
5,124,30,0.29713732
5,124,32,0.29713678
5,124,34,0.29713625
5,124,36,0.2971357
5,124,38,0.29713514
5,124,40,0.2971346
5,124,42,0.29713404
5,124,44,0.29713348
5,124,46,0.2978117
5,124,48,0.2971323
5,124,50,0.29713172
5,124,52,0.29713112
5,124,54,0.29713053
5,124,56,0.29712993
5,124,58,0.2971293
5,124,60,0.29712868
5,124,62,0.29712805
5,124,64,0.29712743
5,124,66,0.29712677
5,124,68,0.2971261
5,124,70,0.29712546
5,124,72,0.29712477
5,124,74,0.2971241
5,124,76,0.29712337
5,124,78,0.2971227
5,124,80,0.29712197
5,124,82,0.29712123
5,124,84,0.29712048
5,124,86,0.29711974
5,124,88,0.29711896
5,124,90,0.2971182
1,2,148,0.20287767
1,4,148,0.20287709
1,6,148,0.20287651
1,8,148,0.20287596
1,10,148,0.2028754
1,12,148,0.20287487
1,14,148,0.20287435
1,16,148,0.20287383
1,18,148,0.20287332
1,20,148,0.20287283
1,22,148,0.20287234
1,24,148,0.20287186
1,26,148,0.20287138
1,28,148,0.20287092
1,30,148,0.20287047
1,32,148,0.20287003
1,34,148,0.2028696
1,36,148,0.20286916
1,38,148,0.20286873
1,40,148,0.20286831
1,42,148,0.20286791
1,44,148,0.20286751
1,46,148,0.20240366
1,48,148,0.20286672
1,50,148,0.20286633
1,52,148,0.20286594
1,54,148,0.20286557
1,56,148,0.20286521
1,58,148,0.20286484
1,60,148,0.2028645
1,62,148,0.20286414
1,64,148,0.2028638
1,66,148,0.20286345
1,68,148,0.20286313
1,70,148,0.2028628
1,72,148,0.20286247
1,74,148,0.20286216
1,76,148,0.20286185
1,78,148,0.20286153
1,80,148,0.20286123
1,82,148,0.20286094
1,84,148,0.20286065
1,86,148,0.20286037
1,88,148,0.20286009
1,90,148,0.20285982
2,2,148,0.20287767
2,4,148,0.20287709
2,6,148,0.20287651
2,8,148,0.20287596
2,10,148,0.2028754
2,12,148,0.20287487
2,14,148,0.20287435
2,16,148,0.20287383
2,18,148,0.20287332
2,20,148,0.20287283
2,22,148,0.20287234
2,24,148,0.20287186
2,26,148,0.20287138
2,28,148,0.20287092
2,30,148,0.20287047
2,32,148,0.20287003
2,34,148,0.2028696
2,36,148,0.20286916
2,38,148,0.20286873
2,40,148,0.20286831
2,42,148,0.20286791
2,44,148,0.20286751
2,46,148,0.20240366
2,48,148,0.20286672
2,50,148,0.20286633
2,52,148,0.20286594
2,54,148,0.20286557
2,56,148,0.20286521
2,58,148,0.20286484
2,60,148,0.2028645
2,62,148,0.20286414
2,64,148,0.2028638
2,66,148,0.20286345
2,68,148,0.20286313
2,70,148,0.2028628
2,72,148,0.20286247
2,74,148,0.20286216
2,76,148,0.20286185
2,78,148,0.20286153
2,80,148,0.20286123
2,82,148,0.20286094
2,84,148,0.20286065
2,86,148,0.20286037
2,88,148,0.20286009
2,90,148,0.20285982
4,124,2,0.29714432
4,124,4,0.29714388
4,124,6,0.2971434
4,124,8,0.2971429
4,124,10,0.29714242
4,124,12,0.29714194
4,124,14,0.29714143
4,124,16,0.29714096
4,124,18,0.29714045
4,124,20,0.29713994
4,124,22,0.29713944
4,124,24,0.2971389
4,124,26,0.2971384
4,124,28,0.29713786
4,124,30,0.29713732
4,124,32,0.29713678
4,124,34,0.29713625
4,124,36,0.2971357
4,124,38,0.29713514
4,122,40,0.27601004
4,122,42,0.27600977
4,122,44,0.2760095
4,122,46,0.27666783
4,122,48,0.27600896
4,122,50,0.2760087
4,122,52,0.27600843
4,122,54,0.27600816
4,122,56,0.27600786
4,122,58,0.2760076
4,122,60,0.2760073
4,122,62,0.276007
4,122,64,0.2760067
4,122,66,0.2760064
4,122,68,0.2760061
4,122,70,0.2760058
4,122,72,0.27600548
4,122,74,0.27600518
4,122,76,0.27600485
4,122,78,0.27600452
4,122,80,0.27600417
4,122,82,0.27600384
4,122,84,0.27600348
4,122,86,0.27600315
4,122,88,0.2760028
4,122,90,0.2760024
5,122,2,0.27601448
5,122,4,0.27601427
5,122,6,0.27601406
5,122,8,0.27601382
5,122,10,0.2760136
5,122,12,0.27601337
5,122,14,0.27601317
5,122,16,0.27601293
5,122,18,0.27601272
5,122,20,0.27601248
5,122,22,0.27601224
5,122,24,0.276012
5,122,26,0.27601177
5,122,28,0.27601153
5,122,30,0.2760113
5,122,32,0.27601102
5,122,34,0.27601078
5,122,36,0.27601054
5,122,38,0.27601027
5,122,40,0.27601004
5,122,42,0.27600977
5,122,44,0.2760095
5,122,46,0.27666783
5,122,48,0.27600896
5,122,50,0.2760087
5,122,52,0.27600843
5,122,54,0.27600816
5,122,56,0.27600786
5,122,58,0.2760076
5,122,60,0.2760073
5,122,62,0.276007
5,122,64,0.2760067
5,122,66,0.2760064
5,122,68,0.2760061
5,122,70,0.2760058
5,122,72,0.27600548
5,122,74,0.27600518
5,122,76,0.27600485
5,122,78,0.27600452
5,122,80,0.27600417
5,122,82,0.27600384
5,122,84,0.27600348
5,122,86,0.27600315
5,122,88,0.2760028
5,122,90,0.2760024
1,2,150,0.22399645
1,4,150,0.22399613
1,6,150,0.22399583
1,8,150,0.22399554
1,10,150,0.22399524
1,12,150,0.22399496
1,14,150,0.22399467
1,16,150,0.22399439
1,18,150,0.22399412
1,20,150,0.22399385
1,22,150,0.2239936
1,24,150,0.22399333
1,26,150,0.22399308
1,28,150,0.22399284
1,30,150,0.22399259
1,32,150,0.22399235
1,34,150,0.22399211
1,36,150,0.22399187
1,38,150,0.22399165
1,40,150,0.22399142
1,42,150,0.2239912
1,44,150,0.22399098
1,46,150,0.2234563
1,48,150,0.22399054
1,50,150,0.22399034
1,52,150,0.22399013
1,54,150,0.22398992
1,56,150,0.22398971
1,58,150,0.22398952
1,60,150,0.22398932
1,62,150,0.22398913
1,64,150,0.22398894
1,66,150,0.22398874
1,68,150,0.22398855
1,70,150,0.22398837
1,72,150,0.22398819
1,74,150,0.22398801
1,76,150,0.22398783
1,78,150,0.22398765
1,80,150,0.22398748
1,82,150,0.22398731
1,84,150,0.22398715
1,86,150,0.22398698
1,88,150,0.22398682
1,90,150,0.22398666
2,2,150,0.22399645
2,4,150,0.22399613
2,6,150,0.22399583
2,8,150,0.22399554
2,10,150,0.22399524
2,12,150,0.22399496
2,14,150,0.22399467
2,16,150,0.22399439
2,18,150,0.22399412
2,20,150,0.22399385
2,22,150,0.2239936
2,24,150,0.22399333
2,26,150,0.22399308
2,28,150,0.22399284
2,30,150,0.22399259
2,32,150,0.22399235
2,34,150,0.22399211
2,36,150,0.22399187
2,38,150,0.22399165
2,40,150,0.22399142
2,42,150,0.2239912
2,44,150,0.22399098
2,46,150,0.2234563
2,48,150,0.22399054
2,50,150,0.22399034
2,52,150,0.22399013
2,54,150,0.22398992
2,56,150,0.22398971
2,58,150,0.22398952
2,60,150,0.22398932
2,62,150,0.22398913
2,64,150,0.22398894
2,66,150,0.22398874
2,68,150,0.22398855
2,70,150,0.22398837
2,72,150,0.22398819
2,74,150,0.22398801
2,76,150,0.22398783
2,78,150,0.22398765
2,80,150,0.22398748
2,82,150,0.22398731
2,84,150,0.22398715
2,86,150,0.22398698
2,88,150,0.22398682
2,90,150,0.22398666
4,122,2,0.27601448
4,122,4,0.27601427
4,122,6,0.27601406
4,122,8,0.27601382
4,122,10,0.2760136
4,122,12,0.27601337
4,122,14,0.27601317
4,122,16,0.27601293
4,122,18,0.27601272
4,122,20,0.27601248
4,122,22,0.27601224
4,122,24,0.276012
4,122,26,0.27601177
4,122,28,0.27601153
4,122,30,0.2760113
4,122,32,0.27601102
4,122,34,0.27601078
4,122,36,0.27601054
4,122,38,0.27601027
4,120,40,0.25017047
4,120,42,0.25016975
4,120,44,0.250169
4,120,46,0.25078693
4,120,48,0.2501675
4,120,50,0.25016674
4,120,52,0.25016597
4,120,54,0.2501652
4,120,56,0.2501644
4,120,58,0.25016358
4,120,60,0.25016278
4,120,62,0.25016195
4,120,64,0.2501611
4,120,66,0.25016028
4,120,68,0.2501594
4,120,70,0.25015855
4,120,72,0.25015768
4,120,74,0.2501568
4,120,76,0.25015587
4,120,78,0.25015494
4,120,80,0.250154
4,120,82,0.25015303
4,120,84,0.25015208
4,120,86,0.25015107
4,120,88,0.25015005
4,120,90,0.25014904
5,120,2,0.2501834
5,120,4,0.25018275
5,120,6,0.25018212
5,120,8,0.25018147
5,120,10,0.2501808
5,120,12,0.25018016
5,120,14,0.2501795
5,120,16,0.25017884
5,120,18,0.25017816
5,120,20,0.2501775
5,120,22,0.25017682
5,120,24,0.25017613
5,120,26,0.25017545
5,120,28,0.25017476
5,120,30,0.25017405
5,120,32,0.25017336
5,120,34,0.25017264
5,120,36,0.25017193
5,120,38,0.2501712
5,120,40,0.25017047
5,120,42,0.25016975
5,120,44,0.250169
5,120,46,0.25078693
5,120,48,0.2501675
5,120,50,0.25016674
5,120,52,0.25016597
5,120,54,0.2501652
5,120,56,0.2501644
5,120,58,0.25016358
5,120,60,0.25016278
5,120,62,0.25016195
5,120,64,0.2501611
5,120,66,0.25016028
5,120,68,0.2501594
5,120,70,0.25015855
5,120,72,0.25015768
5,120,74,0.2501568
5,120,76,0.25015587
5,120,78,0.25015494
5,120,80,0.250154
5,120,82,0.25015303
5,120,84,0.25015208
5,120,86,0.25015107
5,120,88,0.25015005
5,120,90,0.25014904
1,2,152,0.24985094
1,4,152,0.24984992
1,6,152,0.2498489
1,8,152,0.2498479
1,10,152,0.24984694
1,12,152,0.24984598
1,14,152,0.24984504
1,16,152,0.24984412
1,18,152,0.24984321
1,20,152,0.24984232
1,22,152,0.24984144
1,24,152,0.24984056
1,26,152,0.24983971
1,28,152,0.24983887
1,30,152,0.24983804
1,32,152,0.24983722
1,34,152,0.2498364
1,36,152,0.24983561
1,38,152,0.24983482
1,40,152,0.24983403
1,42,152,0.24983327
1,44,152,0.2498325
1,46,152,0.2492139
1,48,152,0.24983099
1,50,152,0.24983026
1,52,152,0.24982953
1,54,152,0.2498288
1,56,152,0.24982809
1,58,152,0.24982737
1,60,152,0.24982665
1,62,152,0.24982595
1,64,152,0.24982525
1,66,152,0.24982457
1,68,152,0.24982388
1,70,152,0.2498232
1,72,152,0.24982253
1,74,152,0.24982186
1,76,152,0.24982119
1,78,152,0.24982052
1,80,152,0.24981986
1,82,152,0.2498192
1,84,152,0.24981856
1,86,152,0.24981791
1,88,152,0.24981727
1,90,152,0.24981663
2,2,152,0.24985094
2,4,152,0.24984992
2,6,152,0.2498489
2,8,152,0.2498479
2,10,152,0.24984694
2,12,152,0.24984598
2,14,152,0.24984504
2,16,152,0.24984412
2,18,152,0.24984321
2,20,152,0.24984232
2,22,152,0.24984144
2,24,152,0.24984056
2,26,152,0.24983971
2,28,152,0.24983887
2,30,152,0.24983804
2,32,152,0.24983722
2,34,152,0.2498364
2,36,152,0.24983561
2,38,152,0.24983482
2,40,152,0.24983403
2,42,152,0.24983327
2,44,152,0.2498325
2,46,152,0.2492139
2,48,152,0.24983099
2,50,152,0.24983026
2,52,152,0.24982953
2,54,152,0.2498288
2,56,152,0.24982809
2,58,152,0.24982737
2,60,152,0.24982665
2,62,152,0.24982595
2,64,152,0.24982525
2,66,152,0.24982457
2,68,152,0.24982388
2,70,152,0.2498232
2,72,152,0.24982253
2,74,152,0.24982186
2,76,152,0.24982119
2,78,152,0.24982052
2,80,152,0.24981986
2,82,152,0.2498192
2,84,152,0.24981856
2,86,152,0.24981791
2,88,152,0.24981727
2,90,152,0.24981663
4,120,2,0.2501834
4,120,4,0.25018275
4,120,6,0.25018212
4,120,8,0.25018147
4,120,10,0.2501808
4,120,12,0.25018016
4,120,14,0.2501795
4,120,16,0.25017884
4,120,18,0.25017816
4,120,20,0.2501775
4,120,22,0.25017682
4,120,24,0.25017613
4,120,26,0.25017545
4,120,28,0.25017476
4,120,30,0.25017405
4,120,32,0.25017336
4,120,34,0.25017264
4,120,36,0.25017193
4,120,38,0.2501712
4,118,40,0.18787815
4,118,42,0.18787552
4,118,44,0.18787284
4,118,46,0.18838741
4,118,48,0.1878674
4,118,50,0.18786463
4,118,52,0.1878618
4,118,54,0.18785895
4,118,56,0.18785605
4,118,58,0.1878531
4,118,60,0.18785012
4,118,62,0.18784708
4,118,64,0.18784398
4,118,66,0.18784085
4,118,68,0.18783765
4,118,70,0.1878344
4,118,72,0.18783109
4,118,74,0.18782772
4,118,76,0.18782428
4,118,78,0.18782078
4,118,80,0.1878172
4,118,82,0.18781357
4,118,84,0.18780984
4,118,86,0.18780604
4,118,88,0.18780215
4,118,90,0.18779817
5,118,2,0.18792278
5,118,4,0.18792066
5,118,6,0.18791853
5,118,8,0.18791637
5,118,10,0.18791418
5,118,12,0.18791196
5,118,14,0.18790972
5,118,16,0.18790744
5,118,18,0.18790516
5,118,20,0.18790284
5,118,22,0.1879005
5,118,24,0.18789813
5,118,26,0.18789573
5,118,28,0.1878933
5,118,30,0.18789086
5,118,32,0.18788837
5,118,34,0.18788587
5,118,36,0.18788333
5,118,38,0.18788075
5,118,40,0.18787815
5,118,42,0.18787552
5,118,44,0.18787284
5,118,46,0.18838741
5,118,48,0.1878674
5,118,50,0.18786463
5,118,52,0.1878618
5,118,54,0.18785895
5,118,56,0.18785605
5,118,58,0.1878531
5,118,60,0.18785012
5,118,62,0.18784708
5,118,64,0.18784398
5,118,66,0.18784085
5,118,68,0.18783765
5,118,70,0.1878344
5,118,72,0.18783109
5,118,74,0.18782772
5,118,76,0.18782428
5,118,78,0.18782078
5,118,80,0.1878172
5,118,82,0.18781357
5,118,84,0.18780984
5,118,86,0.18780604
5,118,88,0.18780215
5,118,90,0.18779817
1,2,154,0.31224304
1,4,154,0.31223705
1,6,154,0.31223118
1,8,154,0.3122254
1,10,154,0.3122197
1,12,154,0.31221414
1,14,154,0.31220865
1,16,154,0.31220323
1,18,154,0.3121979
1,20,154,0.31219265
1,22,154,0.31218746
1,24,154,0.31218237
1,26,154,0.3121773
1,28,154,0.31217232
1,30,154,0.3121674
1,32,154,0.31216255
1,34,154,0.31215772
1,36,154,0.31215298
1,38,154,0.31214827
1,40,154,0.3121436
1,42,154,0.31213897
1,44,154,0.3121344
1,46,154,0.31127048
1,48,154,0.31212536
1,50,154,0.31212088
1,52,154,0.31211644
1,54,154,0.31211203
1,56,154,0.31210765
1,58,154,0.3121033
1,60,154,0.31209898
1,62,154,0.31209466
1,64,154,0.3120904
1,66,154,0.3120861
1,68,154,0.31208187
1,70,154,0.31207764
1,72,154,0.31207344
1,74,154,0.31206924
1,76,154,0.31206504
1,78,154,0.31206086
1,80,154,0.3120567
1,82,154,0.31205255
1,84,154,0.3120484
1,86,154,0.31204426
1,88,154,0.31204012
1,90,154,0.312036
2,2,154,0.31224304
2,4,154,0.31223705
2,6,154,0.31223118
2,8,154,0.3122254
2,10,154,0.3122197
2,12,154,0.31221414
2,14,154,0.31220865
2,16,154,0.31220323
